Order ID,Order Date,Customer ID,Category,Product,Quantity,Unit Price,Discount,Sales,Profit,Region,Payment Mode,Customer Segment,Profit Margin %
ORD2190,2025-02-27,CUST1126,Home & Kitchen,Cookware Set,1,2844.16,0.2,2275.33,279.1,South,COD,Corporate,0.1226635257303336
ORD1629,2025-02-28,CUST1096,Beauty,Shampoo,2,993.11,0.0,1986.21,367.26,West,COD,Home Office,0.1849049194193967
ORD1430,2025-03-01,CUST1239,Electronics,Headphones,3,13740.32,0.05,39159.91,4206.94,North,COD,Home Office,0.1074297668201995
ORD2094,2025-03-01,CUST1164,Beauty,Face Wash,3,844.74,0.0,2534.21,545.88,West,Credit Card,Corporate,0.2154044061068341
ORD1956,2025-03-01,CUST1132,Fashion,Jeans,2,1645.49,0.1,2961.88,686.34,East,Credit Card,Home Office,0.2317244452847515
ORD1104,2025-03-01,CUST1214,Beauty,Shampoo,5,875.63,0.15,3721.42,686.5,West,Wallet,Corporate,0.1844725937948417
ORD1515,2025-03-01,CUST1039,Sports,Cricket Bat,1,4337.04,0.05,4120.19,706.58,North,Wallet,Consumer,0.1714920913841352
ORD1608,2025-03-01,CUST1213,Sports,Running Shoes,3,1847.18,0.15,4710.31,1095.13,South,Wallet,Corporate,0.232496374973197
ORD1419,2025-03-02,CUST1012,Fashion,T-Shirt,3,1289.57,0.0,3868.7,546.23,South,UPI,Home Office,0.1411921317238348
ORD1500,2025-03-02,CUST1082,Sports,Cricket Bat,3,1532.24,0.0,4596.73,879.72,West,Debit Card,Home Office,0.1913795241399865
ORD1012,2025-03-02,CUST1023,Sports,Football,1,3484.87,0.05,3310.62,508.41,North,Wallet,Corporate,0.1535694220417928
ORD1557,2025-03-02,CUST1152,Sports,Cricket Bat,1,1508.78,0.1,1357.9,257.0,South,Wallet,Home Office,0.1892628323146034
ORD1892,2025-03-02,CUST1152,Home & Kitchen,Cookware Set,3,2180.78,0.0,6542.33,1222.71,East,Wallet,Consumer,0.186892131702314
ORD1036,2025-03-02,CUST1039,Sports,Yoga Mat,3,1615.71,0.0,4847.13,778.82,South,UPI,Consumer,0.1606765240461881
ORD1791,2025-03-03,CUST1060,Home & Kitchen,Cookware Set,1,2993.23,0.1,2693.91,458.06,East,Debit Card,Corporate,0.1700353760890304
ORD1203,2025-03-03,CUST1098,Beauty,Moisturizer,4,1012.14,0.05,3846.14,890.35,North,Credit Card,Consumer,0.2314918333706001
ORD1411,2025-03-03,CUST1067,Fashion,Jacket,5,3324.29,0.05,15790.36,3064.4,West,UPI,Consumer,0.1940677729956758
ORD1237,2025-03-03,CUST1189,Beauty,Shampoo,3,1591.47,0.05,4535.7,936.16,North,Credit Card,Home Office,0.2063981303878122
ORD1137,2025-03-04,CUST1224,Beauty,Perfume,2,1023.56,0.1,1842.41,398.25,West,Debit Card,Consumer,0.2161570985828344
ORD1809,2025-03-05,CUST1131,Electronics,Smartphone,1,9749.13,0.0,9749.13,1493.69,East,Debit Card,Consumer,0.1532126456412008
ORD1740,2025-03-05,CUST1062,Electronics,Laptop,4,21212.92,0.0,84851.69,9280.7,West,Debit Card,Home Office,0.109375546910144
ORD1427,2025-03-05,CUST1153,Beauty,Shampoo,4,1319.08,0.0,5276.33,1720.67,West,UPI,Home Office,0.326111141645803
ORD1219,2025-03-05,CUST1135,Electronics,Smartphone,1,13830.71,0.1,12447.64,1523.36,South,Wallet,Corporate,0.1223814313395953
ORD1435,2025-03-05,CUST1105,Fashion,Sneakers,4,2693.97,0.15,9159.49,2021.7,East,Debit Card,Consumer,0.2207218960881009
ORD1108,2025-03-05,CUST1248,Beauty,Face Wash,1,545.29,0.0,545.29,154.27,South,Debit Card,Corporate,0.2829136789598195
ORD2146,2025-03-06,CUST1235,Beauty,Moisturizer,1,1333.39,0.0,1333.39,285.03,West,COD,Corporate,0.2137634150548601
ORD1926,2025-03-06,CUST1099,Fashion,Jeans,3,1222.07,0.1,3299.6,601.45,East,Debit Card,Corporate,0.1822796702630622
ORD2121,2025-03-06,CUST1163,Home & Kitchen,Bedsheet,1,4971.53,0.1,4474.38,683.42,North,COD,Consumer,0.152740714914692
ORD1405,2025-03-06,CUST1122,Fashion,Jacket,3,3213.17,0.0,9639.51,1704.84,East,UPI,Home Office,0.1768596121587093
ORD1702,2025-03-06,CUST1240,Beauty,Perfume,4,939.52,0.2,3006.45,655.82,West,Wallet,Consumer,0.218137670674716
ORD1126,2025-03-07,CUST1113,Sports,Yoga Mat,1,2015.4,0.1,1813.86,381.84,South,Debit Card,Home Office,0.210512387946148
ORD1159,2025-03-07,CUST1114,Sports,Yoga Mat,3,3955.26,0.2,9492.62,799.46,South,UPI,Corporate,0.08421910916059
ORD2174,2025-03-07,CUST1017,Sports,Yoga Mat,1,2971.32,0.0,2971.32,381.92,West,Wallet,Corporate,0.1285354657189397
ORD1703,2025-03-07,CUST1159,Beauty,Face Wash,4,945.41,0.1,3403.49,617.8,East,Debit Card,Corporate,0.1815195578656026
ORD1808,2025-03-08,CUST1131,Electronics,Smartphone,1,20491.7,0.05,19467.11,1739.47,West,UPI,Home Office,0.0893543006640431
ORD1364,2025-03-08,CUST1177,Home & Kitchen,Table Lamp,2,3789.89,0.0,7579.77,1257.41,East,Debit Card,Consumer,0.1658902578838144
ORD1244,2025-03-08,CUST1024,Home & Kitchen,Bedsheet,1,1577.19,0.05,1498.33,208.98,North,Debit Card,Home Office,0.1394752824811623
ORD1490,2025-03-09,CUST1088,Home & Kitchen,Mixer,3,5241.3,0.1,14151.51,2157.46,North,COD,Consumer,0.1524544023923948
ORD2145,2025-03-09,CUST1190,Fashion,T-Shirt,4,1158.93,0.0,4635.72,820.2,East,Debit Card,Corporate,0.1769304444617017
ORD1404,2025-03-09,CUST1095,Electronics,Laptop,5,26400.75,0.1,118803.38,16766.72,East,Credit Card,Home Office,0.141129991419436
ORD1706,2025-03-09,CUST1107,Fashion,Jacket,2,1597.21,0.05,3034.7,557.95,South,COD,Corporate,0.1838567238936303
ORD1195,2025-03-09,CUST1226,Beauty,Shampoo,4,1113.88,0.0,4455.53,1082.31,East,UPI,Home Office,0.2429138620994584
ORD1196,2025-03-10,CUST1125,Sports,Running Shoes,3,2860.21,0.1,7722.57,1193.91,North,Credit Card,Home Office,0.1546000877946072
ORD1226,2025-03-10,CUST1241,Home & Kitchen,Table Lamp,3,4354.07,0.15,11102.88,2593.0,West,Credit Card,Corporate,0.2335430086608159
ORD1720,2025-03-10,CUST1118,Fashion,Sneakers,2,1065.69,0.2,1705.11,327.15,West,UPI,Corporate,0.191864454492672
ORD1235,2025-03-10,CUST1132,Electronics,Smartphone,1,27698.5,0.0,27698.5,3695.43,North,Wallet,Home Office,0.1334162499774356
ORD1716,2025-03-10,CUST1195,Beauty,Moisturizer,1,653.52,0.0,653.52,155.15,North,Credit Card,Home Office,0.2374066593218264
ORD1273,2025-03-11,CUST1038,Electronics,Smartwatch,1,24784.56,0.05,23545.33,2018.8,South,Wallet,Consumer,0.085740994073984
ORD2089,2025-03-11,CUST1038,Home & Kitchen,Table Lamp,4,2013.79,0.15,6846.87,1086.56,West,Debit Card,Home Office,0.1586944107307426
ORD1561,2025-03-11,CUST1125,Fashion,T-Shirt,5,1429.79,0.0,7148.93,1539.54,East,UPI,Home Office,0.2153525072982949
ORD1726,2025-03-12,CUST1172,Beauty,Shampoo,4,686.12,0.0,2744.47,689.5,North,Credit Card,Consumer,0.251232478402023
ORD2087,2025-03-12,CUST1071,Electronics,Headphones,1,20485.0,0.1,18436.5,2627.76,West,Credit Card,Home Office,0.1425303067285005
ORD1952,2025-03-12,CUST1147,Sports,Football,5,2643.83,0.1,11897.23,1559.35,North,UPI,Home Office,0.1310683243074228
ORD2177,2025-03-12,CUST1075,Fashion,Jeans,1,2435.9,0.1,2192.31,373.99,North,Wallet,Consumer,0.1705917502542979
ORD1928,2025-03-13,CUST1177,Sports,Running Shoes,1,4243.95,0.2,3395.16,530.81,West,Credit Card,Home Office,0.1563431473038089
ORD2031,2025-03-13,CUST1133,Beauty,Shampoo,5,1100.32,0.15,4676.37,1236.0,West,UPI,Consumer,0.2643075718987163
ORD1582,2025-03-13,CUST1007,Beauty,Perfume,2,1229.04,0.05,2335.17,435.4,West,Credit Card,Corporate,0.1864532346681398
ORD1960,2025-03-13,CUST1050,Fashion,T-Shirt,3,2257.55,0.0,6772.66,1354.54,North,COD,Consumer,0.2000011812197866
ORD1395,2025-03-14,CUST1049,Fashion,Jeans,4,3242.04,0.1,11671.34,1611.01,North,COD,Home Office,0.1380312800415376
ORD1348,2025-03-14,CUST1206,Home & Kitchen,Cookware Set,3,5048.28,0.15,12873.1,2529.38,West,Credit Card,Consumer,0.196485694976346
ORD1120,2025-03-15,CUST1131,Fashion,Jeans,3,2123.57,0.05,6052.17,1148.46,North,UPI,Corporate,0.1897600364827822
ORD1450,2025-03-15,CUST1138,Home & Kitchen,Bedsheet,5,5211.44,0.05,24754.34,3562.25,East,Wallet,Consumer,0.1439040588438229
ORD1304,2025-03-16,CUST1223,Beauty,Shampoo,3,1548.76,0.0,4646.27,972.58,North,UPI,Home Office,0.2093248993278479
ORD1848,2025-03-16,CUST1219,Fashion,Sneakers,4,1695.16,0.05,6441.62,1003.16,South,UPI,Home Office,0.1557310117641214
ORD1728,2025-03-17,CUST1033,Sports,Running Shoes,1,1905.56,0.05,1810.28,370.56,East,COD,Home Office,0.2046976158384338
ORD1743,2025-03-17,CUST1153,Home & Kitchen,Table Lamp,3,3459.69,0.1,9341.15,1605.25,South,COD,Consumer,0.1718471494409146
ORD1942,2025-03-17,CUST1190,Beauty,Moisturizer,4,1524.31,0.05,5792.36,1154.12,East,Wallet,Consumer,0.1992486654834989
ORD1390,2025-03-17,CUST1221,Home & Kitchen,Bedsheet,4,4142.31,0.05,15740.77,1987.86,East,COD,Consumer,0.1262873417247059
ORD1205,2025-03-17,CUST1058,Electronics,Smartwatch,3,12866.91,0.05,36670.7,5191.11,West,Debit Card,Corporate,0.1415601556556051
ORD1072,2025-03-18,CUST1041,Electronics,Headphones,3,11384.96,0.15,29031.64,5429.29,East,Wallet,Corporate,0.1870128590737554
ORD2090,2025-03-19,CUST1051,Beauty,Moisturizer,5,569.01,0.2,2276.04,508.62,South,COD,Corporate,0.2234670743923656
ORD2003,2025-03-19,CUST1068,Beauty,Shampoo,4,1267.04,0.05,4814.75,990.76,West,UPI,Consumer,0.2057760008307804
ORD1618,2025-03-20,CUST1116,Sports,Cricket Bat,5,3860.79,0.15,16408.37,2801.6,South,COD,Consumer,0.170742127341107
ORD2018,2025-03-20,CUST1199,Electronics,Laptop,2,23472.81,0.0,46945.62,5063.85,West,COD,Corporate,0.1078662929576816
ORD1245,2025-03-20,CUST1049,Beauty,Face Wash,3,1782.22,0.0,5346.66,1168.83,North,Credit Card,Corporate,0.2186093748246569
ORD2069,2025-03-20,CUST1106,Sports,Cricket Bat,5,2524.71,0.15,10730.03,2045.92,North,Wallet,Home Office,0.1906723466756383
ORD1189,2025-03-20,CUST1070,Sports,Running Shoes,5,2747.45,0.05,13050.39,2143.36,East,Credit Card,Consumer,0.1642372373545924
ORD1653,2025-03-21,CUST1094,Beauty,Face Wash,3,1782.35,0.05,5079.7,1179.8,South,COD,Consumer,0.2322578105006201
ORD2104,2025-03-21,CUST1189,Fashion,Jacket,4,1279.03,0.1,4604.5,994.11,South,COD,Corporate,0.2158996633727875
ORD1605,2025-03-22,CUST1039,Home & Kitchen,Cookware Set,1,1581.28,0.1,1423.15,213.81,East,COD,Home Office,0.15023714998419
ORD1369,2025-03-22,CUST1132,Electronics,Smartphone,4,20942.22,0.1,75391.98,10104.24,South,UPI,Corporate,0.1340227435331981
ORD1183,2025-03-23,CUST1222,Electronics,Laptop,5,9698.56,0.1,43643.51,9814.38,West,COD,Corporate,0.2248760468624086
ORD2038,2025-03-23,CUST1196,Home & Kitchen,Mixer,3,2881.79,0.15,7348.56,1033.72,East,COD,Consumer,0.140669736655889
ORD1501,2025-03-23,CUST1101,Sports,Yoga Mat,2,3202.39,0.15,5444.07,725.39,East,COD,Corporate,0.1332440618875216
ORD1917,2025-03-23,CUST1131,Beauty,Face Wash,1,1762.69,0.0,1762.69,500.77,North,Wallet,Corporate,0.284094196937635
ORD2157,2025-03-23,CUST1146,Home & Kitchen,Cookware Set,3,2898.13,0.05,8259.68,1471.74,North,UPI,Corporate,0.1781836584468163
ORD1025,2025-03-23,CUST1103,Sports,Running Shoes,5,2233.06,0.1,10048.78,1563.77,South,Credit Card,Home Office,0.1556178959037813
ORD2077,2025-03-24,CUST1057,Fashion,Jeans,5,1424.83,0.1,6411.74,584.91,North,COD,Corporate,0.0912248469214285
ORD1006,2025-03-24,CUST1110,Home & Kitchen,Cookware Set,5,4780.81,0.1,21513.65,3636.03,East,COD,Home Office,0.1690103724844459
ORD1480,2025-03-24,CUST1082,Electronics,Laptop,2,20277.48,0.15,34471.72,6364.91,East,Debit Card,Home Office,0.1846414974361592
ORD1194,2025-03-24,CUST1237,Electronics,Laptop,4,15590.53,0.1,56125.92,6885.01,South,Debit Card,Consumer,0.1226707731472375
ORD1631,2025-03-24,CUST1231,Home & Kitchen,Mixer,1,3950.95,0.15,3358.3,398.38,South,UPI,Consumer,0.1186254950421344
ORD1421,2025-03-26,CUST1165,Electronics,Headphones,1,9617.45,0.1,8655.7,1527.7,North,COD,Consumer,0.1764964127684647
ORD1232,2025-03-26,CUST1240,Fashion,Jacket,2,2708.24,0.1,4874.83,480.72,North,Wallet,Corporate,0.0986126695700157
ORD2072,2025-03-27,CUST1189,Beauty,Face Wash,4,1779.96,0.0,7119.84,1560.34,East,Debit Card,Corporate,0.2191538012090159
ORD1330,2025-03-27,CUST1085,Home & Kitchen,Table Lamp,2,4715.56,0.05,8959.57,1267.85,North,Wallet,Home Office,0.1415079071875101
ORD2169,2025-03-27,CUST1119,Sports,Running Shoes,5,3552.57,0.1,15986.56,1462.29,South,Debit Card,Corporate,0.0914699597662036
ORD1912,2025-03-27,CUST1054,Fashion,Jacket,3,1261.88,0.0,3785.63,739.58,South,Credit Card,Consumer,0.1953651043551535
ORD1944,2025-03-27,CUST1085,Fashion,T-Shirt,5,1609.8,0.1,7244.11,961.99,North,COD,Consumer,0.1327961612951763
ORD1475,2025-03-27,CUST1106,Sports,Cricket Bat,2,2252.74,0.05,4280.21,943.48,South,Credit Card,Home Office,0.2204284369224874
ORD1043,2025-03-27,CUST1116,Electronics,Headphones,2,26243.69,0.05,49863.01,8537.02,West,Debit Card,Home Office,0.1712094797325713
ORD1519,2025-03-27,CUST1132,Beauty,Perfume,3,1422.41,0.15,3627.15,790.0,South,Debit Card,Home Office,0.2178018554512496
ORD1961,2025-03-28,CUST1193,Beauty,Face Wash,2,1845.03,0.05,3505.56,1012.27,North,UPI,Corporate,0.2887612820776138
ORD1590,2025-03-28,CUST1076,Sports,Football,2,1385.88,0.05,2633.17,450.32,South,COD,Home Office,0.171018202394832
ORD1485,2025-03-28,CUST1228,Fashion,Jeans,2,3069.21,0.05,5831.5,806.72,North,Credit Card,Corporate,0.1383383349052559
ORD2036,2025-03-29,CUST1126,Home & Kitchen,Table Lamp,1,2255.87,0.05,2143.07,308.92,East,UPI,Home Office,0.1441483479307722
ORD1841,2025-03-29,CUST1213,Sports,Cricket Bat,2,1598.5,0.1,2877.3,457.58,West,Wallet,Home Office,0.1590310360407326
ORD1282,2025-03-29,CUST1009,Electronics,Smartwatch,5,13631.23,0.0,68156.13,8778.06,North,Debit Card,Corporate,0.1287934042029675
ORD1766,2025-03-29,CUST1021,Home & Kitchen,Cookware Set,4,5081.94,0.1,18294.98,3368.65,North,Wallet,Corporate,0.1841297448808361
ORD1493,2025-03-29,CUST1240,Beauty,Shampoo,4,1509.14,0.15,5131.07,1117.37,South,Wallet,Corporate,0.2177654953060472
ORD1206,2025-03-29,CUST1079,Fashion,Sneakers,1,1650.19,0.0,1650.19,328.69,West,COD,Consumer,0.199183124367497
ORD1056,2025-03-29,CUST1195,Electronics,Smartphone,5,12024.44,0.15,51103.89,7575.68,North,Wallet,Consumer,0.1482407699296472
ORD1579,2025-03-29,CUST1178,Home & Kitchen,Table Lamp,4,2783.46,0.05,10577.16,2000.3,West,Credit Card,Home Office,0.189115036550454
ORD1451,2025-03-29,CUST1183,Fashion,Sneakers,5,2781.88,0.15,11822.98,2448.38,North,UPI,Consumer,0.2070865382500858
ORD1903,2025-03-30,CUST1036,Beauty,Moisturizer,5,971.69,0.1,4372.6,853.69,South,COD,Consumer,0.1952362438823583
ORD1264,2025-03-30,CUST1232,Sports,Running Shoes,3,2054.31,0.1,5546.65,519.65,East,Debit Card,Consumer,0.0936871805504223
ORD1094,2025-03-30,CUST1039,Fashion,Jacket,1,3105.84,0.05,2950.55,574.49,South,Credit Card,Home Office,0.1947060717493348
ORD1660,2025-03-30,CUST1003,Home & Kitchen,Bedsheet,2,3001.23,0.05,5702.34,981.21,North,COD,Corporate,0.1720714653984154
ORD1258,2025-03-31,CUST1056,Beauty,Perfume,5,1140.46,0.05,5417.19,1106.47,North,UPI,Home Office,0.2042516507635877
ORD1388,2025-03-31,CUST1009,Electronics,Smartwatch,5,22135.47,0.2,88541.88,11321.35,West,Wallet,Consumer,0.1278643507456584
ORD1179,2025-03-31,CUST1032,Home & Kitchen,Cookware Set,3,3912.76,0.05,11151.38,588.46,West,Debit Card,Consumer,0.0527701504208447
ORD1121,2025-03-31,CUST1079,Electronics,Smartwatch,4,10291.7,0.05,39108.47,4781.64,South,COD,Consumer,0.1222660973441303
ORD1257,2025-04-01,CUST1217,Home & Kitchen,Bedsheet,4,4695.5,0.1,16903.8,3141.71,West,Debit Card,Corporate,0.1858582093967037
ORD1554,2025-04-01,CUST1102,Beauty,Face Wash,5,1248.16,0.05,5928.77,1052.04,North,Credit Card,Home Office,0.1774465867287818
ORD2098,2025-04-02,CUST1142,Beauty,Perfume,1,1024.06,0.0,1024.06,237.07,West,Debit Card,Home Office,0.2315001074155811
ORD1033,2025-04-02,CUST1030,Fashion,Jacket,4,2274.46,0.1,8188.06,1322.12,North,Credit Card,Home Office,0.1614692613390717
ORD1656,2025-04-02,CUST1039,Beauty,Shampoo,4,1020.21,0.1,3672.76,789.07,East,Debit Card,Consumer,0.2148438776288132
ORD1552,2025-04-02,CUST1110,Home & Kitchen,Table Lamp,2,3399.84,0.1,6119.71,896.88,East,Debit Card,Home Office,0.146555964253208
ORD2168,2025-04-03,CUST1058,Sports,Cricket Bat,1,3157.45,0.1,2841.7,384.73,West,Wallet,Home Office,0.1353872681845374
ORD2178,2025-04-03,CUST1054,Sports,Running Shoes,3,2453.26,0.15,6255.81,721.42,North,UPI,Consumer,0.115319998529367
ORD1555,2025-04-03,CUST1234,Fashion,Jacket,2,2334.45,0.1,4202.01,882.93,West,COD,Home Office,0.2101208707261524
ORD1425,2025-04-04,CUST1078,Beauty,Shampoo,3,743.68,0.15,1896.39,414.37,North,Wallet,Home Office,0.2185046324859338
ORD1831,2025-04-04,CUST1047,Home & Kitchen,Mixer,5,3947.59,0.05,18751.06,2599.63,West,Credit Card,Corporate,0.1386390956031285
ORD1221,2025-04-04,CUST1099,Beauty,Shampoo,1,1383.81,0.1,1245.43,325.23,North,Wallet,Corporate,0.2611387231719165
ORD1142,2025-04-04,CUST1081,Beauty,Perfume,1,1828.49,0.05,1737.07,351.73,East,Debit Card,Consumer,0.2024846436816018
ORD2027,2025-04-04,CUST1094,Home & Kitchen,Table Lamp,1,4872.97,0.05,4629.32,483.39,South,Credit Card,Home Office,0.1044192235576715
ORD2078,2025-04-05,CUST1151,Electronics,Smartwatch,1,20023.46,0.05,19022.29,2551.35,West,Wallet,Home Office,0.134124230048012
ORD1412,2025-04-05,CUST1239,Fashion,Sneakers,5,1462.92,0.2,5851.66,1109.2,North,Credit Card,Corporate,0.189553049903788
ORD1538,2025-04-05,CUST1067,Home & Kitchen,Bedsheet,2,2986.89,0.1,5376.4,663.47,North,UPI,Home Office,0.1234041365969794
ORD1087,2025-04-06,CUST1064,Sports,Yoga Mat,4,2496.18,0.15,8487.0,1847.56,North,Credit Card,Corporate,0.2176929421468127
ORD1293,2025-04-06,CUST1123,Fashion,Jacket,5,1772.3,0.1,7975.37,1624.68,North,Debit Card,Corporate,0.2037121788706981
ORD2085,2025-04-06,CUST1230,Beauty,Face Wash,2,1269.95,0.0,2539.91,700.32,South,Credit Card,Corporate,0.2757263052627849
ORD1709,2025-04-06,CUST1083,Home & Kitchen,Table Lamp,4,2194.18,0.05,8337.89,1361.51,North,COD,Home Office,0.1632919119825279
ORD2073,2025-04-06,CUST1200,Sports,Cricket Bat,5,2903.52,0.0,14517.6,2853.68,South,Wallet,Consumer,0.1965669256626439
ORD1329,2025-04-07,CUST1230,Fashion,Sneakers,2,1336.08,0.0,2672.16,678.04,North,Wallet,Corporate,0.2537422908807856
ORD1843,2025-04-07,CUST1249,Sports,Football,3,1724.83,0.1,4657.05,555.12,South,Wallet,Consumer,0.1191999226978452
ORD1816,2025-04-07,CUST1062,Beauty,Shampoo,5,1803.09,0.0,9015.46,1884.34,South,UPI,Corporate,0.2090120748137089
ORD2185,2025-04-08,CUST1236,Fashion,Sneakers,4,2033.76,0.05,7728.27,1546.03,South,Credit Card,Consumer,0.2000486525444892
ORD1991,2025-04-08,CUST1157,Beauty,Shampoo,3,1801.68,0.1,4864.54,897.09,East,Wallet,Home Office,0.1844141481003342
ORD1628,2025-04-08,CUST1018,Home & Kitchen,Bedsheet,4,2870.94,0.15,9761.19,1497.52,East,UPI,Corporate,0.1534157208291202
ORD1898,2025-04-09,CUST1228,Electronics,Laptop,3,16779.06,0.0,50337.19,5403.92,West,Credit Card,Home Office,0.1073544232405503
ORD1909,2025-04-09,CUST1223,Beauty,Moisturizer,3,613.81,0.1,1657.28,311.76,North,Wallet,Home Office,0.1881154663062367
ORD1455,2025-04-10,CUST1219,Home & Kitchen,Cookware Set,4,2168.63,0.1,7807.09,920.48,South,Wallet,Home Office,0.1179030855286668
ORD2026,2025-04-10,CUST1135,Fashion,T-Shirt,1,3000.73,0.1,2700.66,424.38,North,Debit Card,Consumer,0.157139365932772
ORD1674,2025-04-11,CUST1074,Fashion,Jeans,2,1821.62,0.05,3461.08,613.61,South,Debit Card,Home Office,0.1772885920001849
ORD1220,2025-04-11,CUST1034,Fashion,Sneakers,2,3273.99,0.05,6220.58,1754.19,North,Debit Card,Home Office,0.2819978201389581
ORD1447,2025-04-11,CUST1083,Electronics,Laptop,3,14331.06,0.05,40843.52,3839.39,East,COD,Corporate,0.0940024268231533
ORD1080,2025-04-12,CUST1159,Electronics,Laptop,3,27539.76,0.1,74357.35,12914.25,East,Wallet,Home Office,0.1736781905218515
ORD1838,2025-04-12,CUST1052,Beauty,Moisturizer,5,1199.44,0.1,5397.48,1066.23,West,Credit Card,Home Office,0.1975421863536317
ORD1503,2025-04-13,CUST1132,Home & Kitchen,Table Lamp,5,3595.52,0.15,15280.97,1636.03,North,UPI,Home Office,0.1070632296248209
ORD2059,2025-04-13,CUST1145,Fashion,Jeans,4,1379.06,0.15,4688.8,828.88,East,Wallet,Home Office,0.1767787067053403
ORD1141,2025-04-13,CUST1193,Fashion,Jeans,4,1480.1,0.1,5328.38,565.99,West,Wallet,Corporate,0.1062217784767602
ORD1512,2025-04-14,CUST1070,Fashion,T-Shirt,3,1877.52,0.05,5350.93,1182.24,South,Credit Card,Consumer,0.2209410326803004
ORD1906,2025-04-15,CUST1027,Electronics,Headphones,1,18035.74,0.0,18035.74,2405.28,South,Debit Card,Consumer,0.1333618692662458
ORD1146,2025-04-16,CUST1147,Beauty,Perfume,3,1081.18,0.0,3243.53,661.76,North,Credit Card,Home Office,0.2040246274891861
ORD1510,2025-04-16,CUST1172,Home & Kitchen,Cookware Set,4,1728.78,0.1,6223.6,894.78,South,Credit Card,Home Office,0.1437720933221929
ORD1786,2025-04-17,CUST1241,Beauty,Perfume,4,678.33,0.1,2442.0,547.22,North,COD,Consumer,0.2240868140868141
ORD2045,2025-04-17,CUST1175,Fashion,T-Shirt,2,2783.69,0.1,5010.63,795.7,West,UPI,Home Office,0.1588023861270938
ORD1885,2025-04-17,CUST1063,Home & Kitchen,Bedsheet,3,3884.15,0.2,9321.96,1728.0,South,Debit Card,Corporate,0.1853687421958472
ORD1694,2025-04-17,CUST1026,Electronics,Laptop,3,19205.06,0.0,57615.18,5719.95,North,Debit Card,Corporate,0.0992785234724598
ORD1858,2025-04-18,CUST1123,Beauty,Face Wash,5,901.09,0.1,4054.88,729.54,South,COD,Corporate,0.1799165450025648
ORD2119,2025-04-18,CUST1058,Fashion,T-Shirt,5,3063.51,0.05,14551.67,3045.47,West,Credit Card,Consumer,0.209286631706189
ORD1097,2025-04-18,CUST1198,Beauty,Face Wash,1,626.5,0.05,595.18,126.75,North,Credit Card,Consumer,0.2129607849726133
ORD1110,2025-04-18,CUST1210,Home & Kitchen,Mixer,5,1644.92,0.1,7402.13,1384.74,East,Wallet,Home Office,0.1870731802872957
ORD2006,2025-04-18,CUST1010,Home & Kitchen,Mixer,5,4015.44,0.15,17065.62,3211.24,West,UPI,Corporate,0.1881701338714913
ORD1715,2025-04-19,CUST1202,Home & Kitchen,Bedsheet,2,2408.14,0.15,4093.84,726.58,West,COD,Home Office,0.1774812889609755
ORD2144,2025-04-20,CUST1166,Electronics,Smartphone,3,16394.9,0.0,49184.69,5717.93,West,Wallet,Consumer,0.1162542653008487
ORD1454,2025-04-20,CUST1156,Electronics,Laptop,3,23678.38,0.0,71035.13,13430.21,North,Credit Card,Home Office,0.1890643404186069
ORD1291,2025-04-21,CUST1096,Fashion,Jacket,3,3239.63,0.0,9718.89,1883.5,North,COD,Consumer,0.1937978514007258
ORD1107,2025-04-21,CUST1195,Sports,Yoga Mat,4,4001.26,0.1,14404.54,2454.85,South,UPI,Home Office,0.1704219641862912
ORD1788,2025-04-21,CUST1043,Beauty,Moisturizer,3,1621.61,0.15,4135.1,913.8,East,Credit Card,Consumer,0.2209861913859398
ORD1135,2025-04-21,CUST1139,Beauty,Shampoo,4,1164.07,0.2,3725.04,619.94,East,UPI,Consumer,0.1664250585228615
ORD1054,2025-04-21,CUST1196,Home & Kitchen,Mixer,4,2000.77,0.2,6402.45,972.55,West,COD,Consumer,0.1519027872142695
ORD2189,2025-04-21,CUST1227,Electronics,Smartphone,1,23661.35,0.1,21295.21,3357.51,West,COD,Corporate,0.1576650335920613
ORD1173,2025-04-22,CUST1190,Home & Kitchen,Mixer,1,3073.02,0.0,3073.02,412.86,West,COD,Corporate,0.1343499228771697
ORD1064,2025-04-22,CUST1153,Fashion,T-Shirt,4,2525.8,0.05,9598.05,1447.69,South,Wallet,Consumer,0.1508316793515349
ORD1879,2025-04-22,CUST1046,Home & Kitchen,Mixer,1,2562.97,0.1,2306.68,484.99,East,Wallet,Home Office,0.2102545650025144
ORD1999,2025-04-23,CUST1117,Beauty,Perfume,1,1485.56,0.1,1337.01,410.85,East,COD,Home Office,0.3072901474184935
ORD1299,2025-04-23,CUST1005,Beauty,Shampoo,4,995.91,0.1,3585.26,766.56,South,Credit Card,Consumer,0.2138087614287387
ORD1807,2025-04-23,CUST1019,Sports,Running Shoes,3,2149.51,0.0,6448.52,1298.42,North,UPI,Corporate,0.201351627970449
ORD1023,2025-04-24,CUST1156,Home & Kitchen,Cookware Set,5,2795.98,0.2,11183.94,1828.28,West,Debit Card,Home Office,0.1634736953166773
ORD2136,2025-04-25,CUST1086,Electronics,Laptop,5,18085.24,0.1,81383.56,8910.11,West,Wallet,Home Office,0.1094829225951777
ORD1486,2025-04-26,CUST1040,Fashion,Jacket,3,1999.27,0.15,5098.13,809.11,North,Credit Card,Consumer,0.1587072122523356
